"","year","pasture","live_weight","age"
"1385",2013,"Yana",50,"0.5"
"1386",2013,"Yana",45,"0.5"
"1387",2013,"Yana",98,"3.5"
"1388",2013,"Yana",64,"0.5"
"1389",2013,"Yana",96,"1.5"
"1390",2013,"Yana",54,"0.5"
"1391",2013,"Yana",39,"0.5"
"1392",2013,"Yana",53,"0.5"
"1393",2013,"Yana",57,"0.5"
"1394",2013,"Yana",43,"0.5"
"1395",2013,"Yana",50,"0.5"
"1396",2013,"Yana",55,"0.5"
"1397",2013,"Yana",31,"0.5"
"1398",2013,"Yana",59,"0.5"
"1399",2013,"Yana",88,"1.5"
"1400",2013,"Yana",70,"0.5"
"1401",2013,"Yana",60,"0.5"
"1402",2013,"Yana",51,"0.5"
"1403",2013,"Yana",49,"0.5"
"1404",2013,"Yana",110,"2.5"
"1405",2013,"Yana",104,"4.5"
"1406",2013,"Yana",57,"0.5"
"1407",2013,"Yana",108,"3.5"
"1408",2013,"Yana",116,"6.5"
"1409",2013,"Yana",41,"0.5"
"1410",2013,"Yana",102,"3.5"
"1411",2013,"Yana",107,"2.5"
"1412",2013,"Yana",117,"5.5"
"1413",2013,"Yana",111,"4.5"
"1414",2013,"Yana",116,"3.5"
"1415",2013,"Yana",55,"0.5"
"1416",2013,"Yana",52,"0.5"
"1417",2013,"Yana",54,"0.5"
"1418",2013,"Yana",57,"0.5"
"1419",2013,"Yana",49,"0.5"
"1420",2013,"Yana",63,"0.5"
"1421",2013,"Yana",105,"4.5"
"1422",2013,"Yana",121,"5.5"
"1423",2013,"Yana",121,"4.5"
"1424",2013,"Yana",89,"1.5"
"1425",2013,"East Toro",118,"6.5"
"1426",2013,"East Toro",115,"6.5"
"1427",2013,"East Toro",93,"1.5"
"1428",2013,"East Toro",129,"5.5"
"1429",2013,"East Toro",126,"6.5"
"1430",2013,"Yana",121,"2.5"
"1431",2013,"Yana",102,"2.5"
"1432",2013,"Yana",129,"3.5"
"1433",2013,"Yana",115,"5.5"
"1434",2013,"Yana",117,"2.5"
"1435",2009,"Yana",118,"2.5"
"1436",2009,"Yana",116,"8.5"
"1437",2009,"Yana",114,"5.5"
"1438",2009,"East Yana",124,"2.5"
"1439",2009,"East Yana",115,"2.5"
"1440",2009,"East Yana",124,"7.5"
"1441",2009,"East Yana",122,"2.5"
"1442",2009,"East Yana",117,"2.5"
"1443",2009,"Yana",130,"6.5"
"1444",2009,"Yana",130,"5.5"
"1445",2009,"Yana",125,"5.5"
"1446",2009,"Yana",125,"6.5"
"1447",2009,"Yana",136,"4.5"
"1448",2009,"Yana",127,"4.5"
"1449",2009,"Yana",124,"2.5"
"1450",2009,"Yana",110,"4.5"
"1451",2009,"Yana",100,"2.5"
"1452",2009,"Yana",128,"4.5"
"1453",2009,"East Yana",130,"7.5"
"1454",2009,"East Yana",123,"5.5"
"1455",2009,"East Yana",133,"5.5"
"1456",2009,"Yana",129,"6.5"
"1457",2009,"Yana",113,"4.5"
"1458",2009,"East Yana",102,"1.5"
"1459",2009,"East Yana",121,"3.5"
"1460",2009,"East Yana",124,"8.5"
"1461",2009,"East Yana",125,"4.5"
"1462",2009,"East Yana",120,"3.5"
"1463",2009,"East Yana",124,"3.5"
"1464",2009,"East Yana",100,"1.5"
"1465",2010,"Yana",56,"0.5"
"1466",2010,"Yana",44,"0.5"
"1467",2010,"Yana",64,"0.5"
"1468",2010,"Yana",57,"0.5"
"1469",2010,"Yana",61,"0.5"
"1470",2010,"Yana",73,"0.5"
"1471",2010,"Yana",62,"0.5"
"1472",2010,"East Toro",106,"8.5"
"1473",2010,"Yana",67,"0.5"
"1474",2010,"Yana",65,"0.5"
"1475",2010,"Yana",101,"1.5"
"1476",2010,"Yana",69,"0.5"
"1477",2010,"East Toro",123,"5.5"
"1478",2010,"Yana",67,"0.5"
"1479",2010,"Yana",70,"0.5"
"1480",2010,"East Toro",114,"4.5"
"1481",2010,"East Toro",118,"3.5"
"1482",2010,"East Toro",67,"0.5"
"1483",2010,"Yana",69,"0.5"
"1484",2010,"East Toro",116,"3.5"
"1485",2010,"East Toro",130,"5.5"
"1486",2010,"East Toro",143,"8.5"
"1487",2010,"Yana",58,"0.5"
"1488",2010,"Yana",49,"0.5"
"1489",2010,"Yana",65,"0.5"
"1490",2010,"Yana",62,"0.5"
"1491",2010,"Yana",55,"0.5"
"1492",2010,"East Toro",112,"5.5"
"1493",2010,"East Toro",109,"4.5"
"1494",2010,"East Toro",126,"4.5"
"1495",2010,"East Toro",136,"8.5"
"1496",2010,"West Toro",123,"6.5"
"1497",2010,"West Toro",67,"0.5"
"1498",2010,"West Toro",73,"0.5"
"1499",2010,"West Toro",119,"5.5"
"1500",2010,"West Toro",101,"2.5"
"1501",2010,"East Toro",129,"5.5"
"1502",2010,"Yana",79,"0.5"
"1503",2010,"Yana",58,"0.5"
"1504",2010,"Yana",65,"0.5"
"1505",2010,"Yana",130,"5.5"
"1506",2010,"Yana",122,"8.5"
"1507",2010,"Yana",103,"2.5"
"1508",2010,"Yana",127,"5.5"
"1509",2010,"West Toro",114,"1.5"
"1510",2010,"West Toro",109,"3.5"
"1511",2010,"West Toro",123,"4.5"
"1512",2010,"SE Toro",86,"2.5"
"1513",2010,"SE Toro",91,"7.5"
"1514",2010,"SE Toro",91,"1.5"
"1515",2010,"SE Toro",61,"0.5"
"1516",2010,"SE Toro",66,"0.5"
"1517",2010,"SE Toro",65,"0.5"
"1518",2010,"SE Toro",49,"0.5"
"1519",2010,"SE Toro",68,"0.5"
"1520",2010,"SE Toro",54,"0.5"
"1521",2010,"SE Toro",64,"0.5"
"1522",2010,"SE Toro",48,"0.5"
"1523",2010,"SE Toro",47,"0.5"
"1524",2010,"SE Toro",54,"0.5"
"1525",2006,"W. Yana",100,"3.5"
"1527",2006,"S.E. Toro",113,"3.5"
"1528",2006,"W. Yana",130,"6.5"
"1529",2006,"S.E. Toro",110,"5.5"
"1530",2006,"S.E. Toro",97,"5.5"
"1531",2006,"S.E. Toro",110,"5.5"
"1532",2006,"S.E. Toro",104,"5.5"
"1533",2006,"E. Yana",91,"3.5"
"1534",2006,"E. Yana",104,"6.5"
"1535",2006,"Yana",91,"5.5"
"1536",2006,"E. Yana",97,"5.5"
"1537",2006,"E. Yana",110,"5.5"
"1538",2006,"Yana",149,"2.5"
"1539",2006,"E. Yana",97,"3.5"
"1540",2006,"E. Yana",97,"2.5"
"1541",2006,"E. Yana",110,"5.5"
"1542",2006,"S.E. Toro",84,"5.5"
"1543",2006,"S.E. Toro",71,"1.5"
"1544",2006,"S.E. Toro",91,"5.5"
"1545",2006,"S.E. Toro",105,"5.5"
"1546",2006,"W. Yana",97,"2.5"
"1547",2006,"S.E. Toro",97,"6.5"
"1548",2006,"E. Yana",117,"2.5"
"1549",2006,"E. Yana",117,"3.5"
"1550",2006,"Yana",71,"2.5"
"1551",2006,"W. Yana",97,"2.5"
"1552",2006,"W. Yana",110,"2.5"
"1553",2006,"W. Yana",91,"3.5"
"1554",2006,"W. Yana",110,"4.5"
"1555",2006,"W. Yana",84,"4.5"
"1556",2006,"E. Yana",104,"3.5"
"1557",2006,"E. Yana",104,"3.5"
"1558",2006,"W. Yana",91,"4.5"
"1559",2006,"W. Yana",39,"0.5"
"1560",2006,"W. Yana",104,"3.5"
"1561",2006,"W. Yana",110,"3.5"
"1562",2006,"W. Yana",32,"0.5"
"1563",2006,"W. Yana",104,"2.5"
"1564",2006,"W. Yana",91,"2.5"
"1565",2006,"W. Yana",130,"6.5"
"1566",2006,"S.E. Toro",97,"5.5"
"1567",2006,"W. Toro",129,"2.5"
"1568",2006,"W. Toro",147,"3.5"
"1569",2006,"W. Toro",118,"2.5"
"1570",2006,"W. Toro",135,"2.5"
"1571",2006,"W. Toro",138,"5.5"
"1572",2006,"S.E. Toro",110,"6.5"
"1573",2006,"S.E. Toro",91,"2.5"
"1574",2006,"S.E. Toro",91,"8.5"
"1575",2006,"S.E. Toro",110,"8.5+"
"1576",2006,"S.E. Toro",104,"5.5"
"1577",2006,"W. Yana",110,"3.5"
"1578",2006,"S.E. Toro",84,"8.5"
"1579",2006,"S.E. Toro",88,"1.5"
"1580",2006,"Yana",97,"1.5"
"1581",2006,"Yana",97,"1.5"
"1582",2006,"Yana",97,"1.5"
"1583",2006,"Yana",91,"1.5"
"1584",2006,"E. Yana",97,"1.5"
"1585",2006,"E. Yana",110,"1.5"
"1586",2006,"E. Yana",91,"1.5"
"1587",2006,"S.E. Toro",84,"1.5"
"1588",2006,"E. Yana",78,"1.5"
"1589",2006,"E. Yana",78,"1.5"
"1590",2006,"S.E. Toro",65,"1.5"
"1591",2006,"W. Yana",78,"1.5"
"1592",2006,"W. Toro",127,"1.5"
"1593",2006,"S.E. Toro",84,"1.5"
"1594",2006,"W. Yana",84,"1.5"
"1595",2006,"S.E. Toro",65,"1.5"
"1596",2006,"S.E. Toro",65,"1.5"
"1597",2007,"S.E. Toro",143,"1.5"
"1598",2007,"E. Yana",84,"1.5"
"1599",2007,"E. Yana",91,"1.5"
"1600",2007,"E. Yana",91,"5.5"
"1601",2007,"E. Yana",97,"2.5"
"1602",2007,"E. Yana",110,"3.5"
"1603",2007,"E. Yana",84,"4.5"
"1604",2008,"Yana",117,"5.5"
"1605",2009,"W. Toro",95,"3.5"
