Unique Buck Code #,Date ,Capture Year,Birth Year,Captured ,Released,Sex,Age,Weight,Tag Color,Button Color,Tag # Rt,Tag # Left,Sire,DMP or Pasture,# Typical Points,# Total Points,Total Mass,B&C Score,Rounded B&C (=rounddown),Rounded B&C (=mround) to 5,True Spike (2 pts) or Forked As Yearling ,TP&W Spike (2 or 3 pts) or Forked As Yearling ,Pit Tag #,Deer Name,Ear Tag Radio Frequency,Comments,Gray Face,Roman Nose,Wrinkled Around Ears,Loose Skin Around Face,Loose Skin Around Neck,Loose Skin Around Chest,Circumference around the Face at the Eyes,Circumference at midpoint between tip of Nose and Eyes,Distance between a line running between the eyes and the Nose Tip,Ear tip to Ear tip,Stomach Girth:,Neck Circumference:,Vertical Height of Tarsal Glands:,Horizontal Width of Tarsal Glands,Staining on Tarsal Glands:,Ratio of Circum at Eyes to Dist Eyes-Nose Tip,Ratio Circum at Eyes to Circum Mid Point
90-2012-0-001,10/29/14,2014,2012,East Yana,East Yana,Male,2.5,133,Yellow,Yellow,1,1,,Pasture,7,7,16.500,65.500,60.000,65.000,,,,,,This entry was corrected from a mistake made in the 2014 capture. See 2014 data for addl comments,No Gray,Straight,None,No,No,No,16.125,11.375,6,17,34.875,15.625,2.5,1.75,Light Stain, 2.69 , 1.42 
270-2007-1-051,11/10/08,2008,2007,West Yana,West Yana,Male,1.5,134,Red,Blue,51,51,The Game,DMP,,6,17.250,64.375,60.000,65.000,Forked,Forked,985120030979658,True Grit,,,,,,,,,,,,,,,,,,,
270-2009-1-009,11/17/20,2020,2009,West Yana,West Yana,Male,11.5,134,Green,Blue,9,9,The Game,DMP,11,14,29.250,167.125,160.000,165.000,Forked,Forked,985121011243636,,,,Gray,Slight Hump,Pronounced Wrinkling,Yes,Yes,Yes,17.875,13.375,7.5,19.875,36.375,18.25,2.5,2,Heavy Stain, 2.38 , 1.34 
270-2010-1-019,10/29/12,2012,2010,West Yana,West Yana,Male,2.5,134,Purple,Blue,19,19,The Game,DMP,10,10,21.125,94.375,90.000,95.000,Forked,Spike,,,,,,,,,,,,,,,,,,,,,
270-2011-1-269,11/13/13,2013,2011,West Yana,West Yana,Male,2.5,134,White,Green,269,269,True Grit,DMP,9,9,20.250,97.375,90.000,95.000,Spike,Spike,,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,17.625,11.25,5.875,19.625,37.125,17.75,2.875,1.875,Light Stain, 3.00 ,
270-2013-0-264,12/7/15,2015,2013,West Yana,West Yana,Male,2.5,134,Red,Green,264,264,,Pasture,6,6,18.750,65.750,60.000,65.000,,,,,,,No Gray,Straight,None,No,No,No,17.75,9.125,6.125,17.5,38.25,17.5,1.875,1.75,No Stain, 2.90 , 1.95 
270-2013-1-204,12/9/15,2015,2013,West Yana,West Yana,Male,2.5,134,Red,Black,204,204,The Duke,DMP,10,12,23.625,111.625,110.000,110.000,Forked,Forked,,,,,No Gray,Straight,None,No,No,No,17,9.625,7.125,17.25,28,15,2.25,1.625,No Stain, 2.39 , 1.77 
270-2013-1-239,12/5/16,2016,2013,West Yana,West Yana,Male,3.5,134,Red,Black,239,239,The Duke,DMP,10,12,34.250,146.125,140.000,145.000,Forked,Forked,,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,17.5,11.5,7.75,18.5,30.375,20.625,3,1.875,Light Stain, 2.26 , 1.52 
270-2014-1-428,12/4/17,2017,2014,West Yana,West Yana,Male,3.5,134,Blue,White,428,428,Lays Out,DMP,10,10,29.125,139.625,130.000,140.000,,,,,,,Slightly Grizzled,Straight,None,No,No,No,19.25,12.25,7.5,20.625,29.875,19.5,2.625,1.625,Light Stain, 2.57 , 1.57 
270-2015-0-547,12/5/17,2017,2015,West Yana,West Yana,Male,2.5,134,Green,Red,547,547,,Pasture,8,8,18.750,87.375,80.000,85.000,,,982000365011001,,,,No Gray,Straight,None,No,No,No,18.875,13.125,7.875,19,37.75,17.5,2.75,1.5,Light Stain, 2.40 , 1.44 
270-2015-0-552,12/4/17,2017,2015,West Yana,West Yana,Male,2.5,134,Green,Red,552,552,,Pasture,6,6,18.625,68.125,60.000,70.000,,,982000190557019,,,,No Gray,Straight,None,No,No,No,19.5,14,7.5,18.625,31,19.875,2.5,1.875,Light Stain, 2.60 , 1.39 
270-2016-0-651,11/11/19,2019,2016,West Yana,West Yana,Male,3.5,134,Purple,Red,651,651,,Pasture,11,11,27.250,121.500,120.000,120.000,Forked,Forked,982000419805935,,,,No Gray,Straight,Slight Wrinkling,No,No,No,16.625,12,7.625,17.5,35.875,17.75,1.5,1.375,Light Stain, 2.18 , 1.39 
270-2017-1-711,11/17/20,2020,2017,West Yana,West Yana,Male,3.5,134,White,Blue,711,711,Razor,DMP,9,9,25.000,117.375,110.000,115.000,,,,,,,Slightly Grizzled,Slight Hump,Slight Wrinkling,No,No,No,16.5,11.25,7,19.875,36,16.5,2.5,1.75,Light Stain, 2.36 , 1.47 
270-2018-1-818,11/16/21,2021,2018,West Yana,West Yana,Male,3.5,134,Yellow,Green,818,818,Baby Crabman,DMP,10,11,27.000,107.750,100.000,110.000,Forked,Forked,,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,Yes,Yes,15.5,11.25,6.5,17.75,37.5,16.875,2,1.5,Light Stain, 2.38 , 1.38 
90-2016-0-669,11/26/18,2018,2016,East Yana,East Yana,Male,2.5,134,Purple,Purple,669,669,,Pasture,8,8,23.500,92.250,90.000,90.000,Spike,Spike,,,,,Slightly Grizzled,Straight,None,No,No,No,17.25,13.5,7.375,20.875,36.5,18,2.125,2,Light Stain, 2.34 , 1.28 
270-2009-1-021,11/2/11,2011,2009,West Yana,West Yana,Male,2.5,135,Green,Yellow,21,Radio,Jr Jr,DMP,9,9,23.500,95.000,90.000,95.000,Forked,Forked,985121004889520,,151.433,,,,,,,,,,,,,,,,,,
270-2010-1-004,10/29/12,2012,2010,West Yana,West Yana,Male,2.5,135,Purple,Blue,4,4,The Game,DMP,8,8,22.125,93.625,90.000,95.000,Forked,Forked,,,,,,,,,,,,,,,,,,,,,
270-2013-1-205,12/7/15,2015,2013,West Yana,West Yana,Male,2.5,135,Red,Black,205,205,The Duke,DMP,8,8,23.125,106.625,100.000,105.000,Forked,Forked,,,,,No Gray,Straight,None,No,No,No,16.5,11.125,6.5,16.875,35.875,16.25,2.125,1.75,No Stain, 2.54 , 1.48 
270-2014-1-411,12/7/16,2016,2014,West Yana,West Yana,Male,2.5,135,Blue,White,411,411,Lays Out,DMP,8,8,19.500,90.750,90.000,90.000,Forked,Forked,,,,,No Gray,Straight,None,No,No,No,16.375,9,7.25,19.375,,18,2,1.75,No Stain, 2.26 , 1.82 
270-2014-1-422,12/4/17,2017,2014,West Yana,West Yana,Male,3.5,135,Blue,White,422,422,Lays Out,DMP,8,8,22.125,93.500,90.000,95.000,,,,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,16.5,10.625,7.375,21.25,35.125,18.125,2.25,1.5,Light Stain, 2.24 , 1.55 
270-2019-1-909,11/16/21,2021,2019,West Yana,West Yana,Male,2.5,135,Red,Blue,909,909,Rip Tide,DMP,9,9,22.250,96.000,90.000,95.000,Spike,Spike,,,,,No Gray,Straight,Slight Wrinkling,No,No,No,16.75,13.5,6.75,17.5,39,14.875,2.125,1.75,No Stain, 2.48 , 1.24 
270-2019-1-920,11/15/22,2022,2019,West Yana,West Yana,Male,3.5,135,Red,Purple,920,920,Just Reboot It,DMP,8,9,23.625,98.375,90.000,100.000,Spike,Spike,,,,,Gray,Slight Hump,Slight Wrinkling,Yes,Yes,Yes,17.625,13,7.25,19.25,35.75,21.625,2,1.625,Heavy Stain, 2.43 , 1.36 
270-2019-1-940,11/15/22,2022,2019,West Yana,West Yana,Male,3.5,135,Red,Purple,940,940,Just Reboot It,DMP,10,10,25.500,112.125,110.000,110.000,Spike,Spike,,,,,Gray,Straight,Slight Wrinkling,Yes,Yes,Yes,18.25,12.375,7.25,17.5,38,20.5,2.5,1.875,Light Stain, 2.52 , 1.47 
90-2009-0-054,11/3/11,2011,2009,East Yana,East Yana,Male,2.5,135,Green,Green,Radio,54,,Pasture,8,8,21.250,90.500,90.000,90.000,Forked,Forked,985121012539289,,150.37,broke G1 and G2 on right side assume symetry,,,,,,,,,,,,,,,,,
90-2009-0-060,11/1/10,2010,2009,East Yana,East Yana,Male,1.5,135,Green,Green,60,Radio,,Pasture,8,8,19.750,71.250,70.000,70.000,Forked,Forked,985121009778387,,151.344,new Radio tag Frequency,,,,,,,,,,,,,,,,,
90-2012-0-001,12/6/16,2016,2012,East Yana,East Yana,Male,4.5,135,Yellow,Yellow,1,1,,Pasture,9,9,19.375,89.750,80.000,90.000,,,982000163663489,,,,No Gray,Straight,None,No,No,No,17.875,10,7.875,20.25,,19.25,2.375,1.625,No Stain, 2.27 , 1.79 
270-2007-1-053,11/10/08,2008,2007,West Yana,West Yana,Male,1.5,136,Red,Blue,53,53,The Game,DMP,,4,13.250,47.625,40.000,50.000,Forked,Forked,985120030980776,,,,,,,,,,,,,,,,,,,,
270-2007-1-066,11/2/09,2009,2007,West Yana,West Yana,Male,2.5,136,Red,Blue,66,66,The Game,DMP,,9,23.875,98.000,90.000,100.000,Forked,Forked,985121002349676,The Duke,150.522,,,,,,,,,,,,,,,,,,
270-2009-1-023,11/2/11,2011,2009,West Yana,West Yana,Male,2.5,136,Green,Yellow,23,23,Jr Jr,DMP,9,9,23.750,110.125,110.000,110.000,Forked,Forked,985121012316548,,150.661,,,,,,,,,,,,,,,,,,
270-2012-0-340,12/5/16,2016,2012,West Yana,West Yana,Male,4.5,136,Yellow,Red,340,340,,Pasture,10,10,28.625,144.000,140.000,145.000,Forked,Forked,,,,,No Gray,Slight Hump,None,No,No,No,19.375,11.25,7.25,20.25,,21.125,2.375,1.625,No Stain, 2.67 , 1.72 
270-2013-0-262,12/5/17,2017,2013,West Yana,West Yana,Male,4.5,136,Red,Green,262,262,,Pasture,12,17,38.750,230.875,230.000,230.000,,,,Grade Schooler,,,No Gray,Straight,None,No,No,No,19.375,14.125,7.125,19,32,21.5,2.625,2,Heavy Stain, 2.72 , 1.37 
270-2013-0-263,12/9/15,2015,2013,West Yana,West Yana,Male,2.5,136,Red,Green,263,263,,Pasture,5,6,15.000,51.375,50.000,50.000,,,,,,,No Gray,Straight,None,No,No,No,17.875,11.625,7.25,20.5,29,17,1.875,1.5,Light Stain, 2.47 , 1.54 
270-2015-1-516,11/29/18,2018,2015,West Yana,West Yana,Male,3.5,136,Green,Orange,516,516,"Up, Out, & Back",DMP,6,6,20.000,91.125,90.000,90.000,Spike,Spike,982000364328539,,,,Slightly Grizzled,Straight,None,No,No,No,17.5,12.25,8.625,18.5,41.875,18.875,2,1.5,Light Stain, 2.03 , 1.43 
270-2016-0-673,11/13/19,2019,2016,West Yana,West Yana,Male,3.5,136,Purple,Red,673,673,,Pasture,10,10,28.125,127.250,120.000,125.000,Spike,Spike,,,,,No Gray,Straight,None,No,No,No,18.125,12.875,6.625,19.125,36.125,16.5,2.125,1.5,Light Stain, 2.74 , 1.41 
270-2017-1-722,11/17/21,2021,2017,West Yana,West Yana,Male,4.5,136,White,Blue,722,722,Razor,DMP,11,13,29.125,139.500,130.000,140.000,,,,,,,Slightly Grizzled,Straight,None,No,No,Yes,18.25,14.375,7,19,36.25,20,2.25,1.75,Light Stain, 2.61 , 1.27 
270-2019-0-943,11/17/21,2021,2019,West Yana,West Yana,Male,2.5,136,Red,Black,943,943,,Pasture,7,7,18.500,64.000,60.000,65.000,Spike,Spike,982000407599583,,,,Gray,Straight,None,No,No,Yes,17,13,7,17.5,37,16.875,2,1.875,Heavy Stain, 2.43 , 1.31 
90-2007-0-032,11/10/08,2008,2007,East Yana,East Yana,Male,1.5,136,Red,Red,32,32,,Pasture,,4,15.500,46.000,40.000,45.000,Forked,Forked,985121004911017,,,,,,,,,,,,,,,,,,,,
90-2009-0-068,11/2/11,2011,2009,West Yana,East Yana,Male,2.5,136,Green,Green,Radio,68,,Pasture,8,8,18.250,83.125,80.000,85.000,Forked,Forked,985121020136198,,150.862,caught in West Yana moved back to East Yana,,,,,,,,,,,,,,,,,
90-2013-0-279,12/8/15,2015,2013,East Yana,East Yana,Male,2.5,136,Red,Red,279,279,,Pasture,8,8,19.500,81.625,80.000,80.000,Spike,Spike,,,,,No Gray,Straight,Slight Wrinkling,No,No,No,18.75,12.75,6.75,18.125,33.75,17.75,2.375,1.875,Light Stain, 2.78 , 1.47 
90-2013-0-284,12/8/15,2015,2013,East Yana,East Yana,Male,2.5,136,Red,Red,284,284,,Pasture,8,9,22.625,102.375,100.000,100.000,,,,,,,No Gray,Straight,None,No,No,No,17.875,13.125,6.75,18.75,30.25,17.25,2.375,1.875,Light Stain, 2.65 , 1.36 
90-2015-0-565,11/28/18,2018,2015,East Yana,East Yana,Male,3.5,136,Green,Green,565,565,,Pasture,8,8,27.625,110.500,110.000,110.000,,,982000364310859,,,,No Gray,Straight,Pronounced Wrinkling,No,No,No,19.625,14.75,6.75,21.125,34.5,21.5,2.25,1.875,Light Stain, 2.91 , 1.33 
90-2015-0-577,12/13/17,2017,2015,East Yana,East Yana,Male,2.5,136,Green,Green,577,577,,Pasture,8,9,18.375,86.875,80.000,85.000,,,982000365065056,,,,No Gray,Slight Hump,Slight Wrinkling,No,Yes,No,18.125,11.625,7.5,20.375,35.125,17.625,2.375,2,Heavy Stain, 2.42 , 1.56 
90-2019-0-983,11/15/21,2021,2019,East Yana,East Yana,Male,2.5,136,Red,Red,983,983,,Pasture,8,8,19.250,81.875,80.000,80.000,Forked,Forked,982000408566727,,,,No Gray,Slight Hump,Slight Wrinkling,No,Yes,No,17.625,14.5,6.125,19.625,37.5,15,2.375,1.5,Light Stain, 2.88 , 1.22 
270-2008-1-012,11/1/10,2010,2008,West Yana,West Yana,Male,2.5,137,Blue,Yellow,12,Radio,Jr Jr,DMP,9,9,21.750,93.500,90.000,95.000,Spike,Spike,985121004888712,,150.432,,,,,,,,,,,,,,,,,,
270-2009-1-011,11/2/11,2011,2009,West Yana,West Yana,Male,2.5,137,Green,Blue,11,Radio,The Game,DMP,8,8,24.500,95.125,90.000,95.000,Forked,Spike,985121012539280,,150.822,"Did not grow a right browtine, and broken left beam tip, assumed symetry",,,,,,,,,,,,,,,,,
270-2012-0-330,10/29/14,2014,2012,West Yana,West Yana,Male,2.5,137,Yellow,Red,330,330,,Pasture,10,10,22.125,101.250,100.000,100.000,Forked,Forked,,Just Reboot It,,,No Gray,Slight Hump,None,No,No,No,17.75,11.125,5.25,18.625,40.125,17.625,3.25,2.25,Light Stain, 3.38 , 1.60 
270-2012-0-335,10/28/14,2014,2012,West Yana,West Yana,Male,2.5,137,Yellow,Red,335,335,,Pasture,6,6,17.250,69.625,60.000,70.000,Spike,Spike,,,,,No Gray,Straight,None,No,No,No,17.625,10.5,5.625,17.375,39.625,17.125,3.125,2,Light Stain, 3.13 , 1.68 
270-2013-1-204,12/4/17,2017,2013,West Yana,West Yana,Male,4.5,137,Red,Black,204,204,The Duke,DMP,12,15,32.500,159.125,150.000,160.000,Forked,Forked,,,,,No Gray,Slight Hump,Pronounced Wrinkling,No,Yes,No,,14,8.125,19.875,38,20.625,2.25,1.75,Light Stain,,
270-2016-1-608,11/29/18,2018,2016,West Yana,West Yana,Male,2.5,137,Purple,Orange,608,608,My Dad's A Hoe,DMP,9,9,20.875,92.750,90.000,95.000,Forked,Spike,982000364944158,,,,No Gray,Straight,None,No,No,No,16.25,11,6.875,19.625,34.875,16.75,2,1.25,Light Stain, 2.36 , 1.48 
270-2019-1-905,11/17/21,2021,2019,West Yana,West Yana,Male,2.5,137,Red,Blue,905,905,Rip Tide,DMP,7,7,18.125,62.625,60.000,65.000,,,,,,,No Gray,Straight,Slight Wrinkling,No,No,Yes,17.25,12,7.75,20.25,40,13.75,2,1.75,Light Stain, 2.23 , 1.44 
270-2020-1-2009,11/17/22,2022,2020,West Yana,West Yana,Male,2.5,137,Blue,Yellow,2009,2009,Grade Schooler,DMP,9,9,26.375,121.250,120.000,120.000,Forked,Forked,,,,,Slightly Grizzled,Slight Hump,Slight Wrinkling,No,No,Yes,17.75,13.25,7.375,17,37.875,18.25,1.25,1,Heavy Stain, 2.41 , 1.34 
90-2009-0-066,11/1/10,2010,2009,East Yana,East Yana,Male,1.5,137,Green,Green,66,Radio,,Pasture,7,7,16.250,57.125,50.000,55.000,Forked,Forked,985121012530418,Who The Hell Are You,151.442,new Radio tag Frequency,,,,,,,,,,,,,,,,,
90-2011-0-359,11/12/13,2013,2011,East Yana,East Yana,Male,2.5,137,White ,White,359,359,,Pasture,8,8,20.125,103.125,100.000,105.000,,,,,,,Gray,Slight Hump,Slight Wrinkling,No,No,No,17.625,11,5.75,17.875,37.75,18,2.625,1.5,Light stain, 3.07 , 1.91 
90-2012-0-326,10/27/14,2014,2012,East Yana,East Yana,Male,2.5,137,Yellow,Yellow,326,326,,Pasture,8,8,19.125,78.875,70.000,80.000,Spike,Spike,,,,,No Gray,Straight,None,No,No,No,18.25,12.25,6.375,19,38.25,16.75,2.75,1.875,Light Stain, 2.86 , 1.49 
90-2013-0-291,12/6/16,2016,2013,East Yana,East Yana,Male,3.5,137,Red,Red,291,291,,Pasture,8,8,21.625,102.500,100.000,105.000,,,,,,,No Gray,Straight,None,No,No,No,16.5,10.75,7.5,18.375,,19.625,3,2,Light Stain, 2.20 , 1.53 
90-2015-0-564,12/13/17,2017,2015,East Yana,East Yana,Male,2.5,137,Green,Green,564,564,,Pasture,8,9,21.250,103.750,100.000,105.000,Forked,Forked,982000364325811,,,,Slightly Grizzled,Slight Hump,Slight Wrinkling,No,No,No,18.375,14.5,7,20.5,30.125,17.5,2.875,1.875,Light Stain, 2.63 , 1.27 
90-2018-0-860,11/15/21,2021,2018,East Yana,East Yana,Male,3.5,137,Yellow,Yellow,860,860,,Pasture,9,9,23.500,100.750,100.000,100.000,Forked,Spike,982000408557596,,,,Gray,Slight Hump,Slight Wrinkling,No,No,No,17.625,13.875,6.875,19.625,37.875,16.5,2.125,1.875,Light Stain, 2.56 , 1.27 
270-2010-1-006,10/31/12,2012,2010,West Yana,West Yana,Male,2.5,138,Purple,Yellow,6,6,Jr Jr,DMP,10,10,26.125,114.375,110.000,115.000,Forked,Forked,,,,,,,,,,,,,,,,,,,,,
270-2015-0-557,11/27/18,2018,2015,West Yana,West Yana,Male,3.5,138,Green,Red,557,557,,Pasture,8,8,23.625,90.125,90.000,90.000,Forked,Spike,982000364031671,,,,No Gray,Straight,Slight Wrinkling,No,No,No,18.625,15.25,7.375,19.875,35.625,19,2.625,2.375,Light Stain, 2.53 , 1.22 
270-2016-0-673,11/17/20,2020,2016,West Yana,West Yana,Male,4.5,138,Purple,Red,673,673,,Pasture,10,10,28.375,134.625,130.000,135.000,Spike,Spike,,,,,No Gray,Straight,None,No,No,No,17.875,13,6.625,18.875,36.75,17.25,2.5,1.75,Light Stain, 2.70 , 1.38 
270-2016-1-603,11/27/18,2018,2016,West Yana,West Yana,Male,2.5,138,Purple,Orange,603,603,My Dad's A Hoe,DMP,8,8,22.875,90.250,90.000,90.000,,,982000364949307,,,,No Gray,Slight Hump,Slight Wrinkling,No,No,No,17.875,13.5,7,20.75,36.75,18.5,2.25,1.625,Light Stain, 2.55 , 1.32 
270-2017-1-707,11/15/19,2019,2017,West Yana,West Yana,Male,2.5,138,White,Blue,707,707,Razor,DMP,8,8,21.000,96.125,90.000,95.000,Spike,Spike,982000365033458,,,,Gray,Straight,Slight Wrinkling,No,No,No,17.625,13.5,7.625,21.25,36.875,16.75,1.75,1.25,No Stain, 2.31 , 1.31 
270-2017-1-719,11/15/19,2019,2017,West Yana,West Yana,Male,2.5,138,White,Blue,719,719,Razor,DMP,9,9,27.875,127.750,120.000,130.000,Forked,Forked,982000419805423,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,17.875,12.375,7,18.75,36.5,17.875,2.5,1.875,Light Stain, 2.55 , 1.44 
270-2018-0-863,11/17/20,2020,2018,West Yana,West Yana,Male,2.5,138,Yellow,Purple,863,863,,Pasture,8,8,22.125,100.250,100.000,100.000,Forked,Forked,982000408567077,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,15.625,12.625,6.625,19.875,34,15,2.125,1.5,No Stain, 2.36 , 1.24 
90-2010-0-102,10/29/12,2012,2010,East Yana,East Yana,Male,2.5,138,Purple,Purple,102,102,,Pasture,10,10,21.875,96.250,90.000,95.000,,,,,,,,,,,,,,,,,,,,,,,
90-2013-0-280,10/27/14,2014,2013,East Yana,East Yana,Male,1.5,138,Red,Red,280,280,,Pasture,8,8,17.375,64.375,60.000,65.000,Forked,Forked,,,,,No Gray,Straight,None,No,No,No,16,11,6,19,37.375,15,2.625,1.25,Light Stain, 2.67 , 1.45 
90-2015-0-572,12/21/17,2017,2015,East Yana,East Yana,Male,2.5,138,Green,Green,572,572,,Pasture,8,8,19.375,93.375,90.000,95.000,Forked,Spike,982000365011548,,,,Slightly Grizzled,Straight,None,No,No,No,16.25,10.375,7.5,20.875,33,18,2.25,1.625,Light Stain, 2.17 , 1.57 
90-2018-0-854,11/16/20,2020,2018,East Yana,East Yana,Male,2.5,138,Yellow,Yellow,854,854,,Pasture,8,8,20.500,83.000,80.000,85.000,Forked,Forked,982000408563404,,,,Slightly Grizzled,Straight,Pronounced Wrinkling,No,No,Yes,17,13.375,7.75,19.25,37.75,15.75,1.75,1.375,Light Stain, 2.19 , 1.27 
90-2019-0-976,11/14/22,2022,2019,East Yana,East Yana,Male,3.5,138,Red,Red,976,976,,Pasture,9,9,23.750,98.375,90.000,100.000,,,,,,,Gray,Slight Hump,Slight Wrinkling,Yes,Yes,No,18.5,11.5,6.75,19.375,37.5,20.375,1.5,1.25,Heavy Stain, 2.74 , 1.61 
90-2020-0-2076,11/14/22,2022,2020,East Yana,East Yana,Male,2.5,138,Blue,Blue,2076,2076,,Pasture,8,8,21.125,109.000,100.000,110.000,Forked,Forked,,,,,Gray,Straight,Slight Wrinkling,Yes,No,Yes,17.375,13.25,7.125,18,35.5,17,1.5,1.25,Light Stain, 2.44 , 1.31 
90-2020-0-2079,11/14/22,2022,2020,East Yana,East Yana,Male,2.5,138,Blue,Blue,2079,2079,,Pasture,8,8,21.500,97.750,90.000,100.000,Forked,Forked,,,,,Gray,Slight Hump,None,No,No,No,18.375,13.75,7.625,19.375,32.75,18.375,1.125,1.375,Heavy Stain, 2.41 , 1.34 
270-2010-1-038,11/17/22,2022,2010,West Yana,West Yana,Male,12.5,139,Purple,Blue,38,38,The Game,DMP,6,7,23.750,104.750,100.000,105.000,Forked,Forked,,,,,Gray,Slight Hump,Pronounced Wrinkling,No,Yes,Yes,17.25,12.875,7,18.625,33.25,17.875,2.375,2,Heavy Stain, 2.46 , 1.34 
270-2013-0-258,12/5/16,2016,2013,West Yana,West Yana,Male,3.5,139,Red,Green,258,258,,Pasture,8,8,22.625,108.125,100.000,110.000,,,,,,,No Gray,Straight,None,No,No,No,16.5,9.75,8,21,,20,3,2.5,Light Stain, 2.06 , 1.69 
270-2014-0-450,11/29/18,2018,2014,West Yana,West Yana,Male,4.5,139,Blue,Red,450,450,,Pasture,10,10,27.125,110.250,110.000,110.000,,,982000364325430,,,,No Gray,Straight,Slight Wrinkling,No,No,No,17.375,12.5,7.25,17.5,37.5,21.125,2.25,2,No Stain, 2.40 , 1.39 
270-2014-0-455,12/7/16,2016,2014,West Yana,West Yana,Male,2.5,139,Blue,Red,455,455,,Pasture,6,6,19.875,86.125,80.000,85.000,Forked,Spike,982000364327944,,,,No Gray,Straight,None,No,No,No,17.875,9.875,7,19.25,29.75,18.75,2,1.5,No Stain, 2.55 , 1.81 
270-2014-1-440,12/5/17,2017,2014,West Yana,West Yana,Male,3.5,139,Blue,Purple,440,440,The Prodigal Son,DMP,12,13,26.875,130.375,130.000,130.000,,,,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,19,14.75,7.25,20,35.125,19.25,2.875,2.375,Light Stain, 2.62 , 1.29 
270-2015-0-551,11/27/18,2018,2015,West Yana,West Yana,Male,3.5,139,Green,Red,551,551,,Pasture,9,9,26.250,114.875,110.000,115.000,Forked,Forked,982000364948465,,,,Slightly Grizzled,Straight,Slight Wrinkling,No,No,No,17.5,12.75,7.875,20.25,36.375,19.125,2.5,2.5,Light Stain, 2.22 , 1.37 
270-2015-0-586,12/5/17,2017,2015,West Yana,West Yana,Male,2.5,139,Green,Red,586,586,,Pasture,10,10,24.625,114.500,110.000,115.000,,,982000364916899,,,,No Gray,Straight,None,No,No,No,18.625,12.375,7.25,19,34.125,19.375,3,2.125,Light Stain, 2.57 , 1.51 
270-2015-1-522,12/13/17,2017,2015,East Yana,West Yana,Male,2.5,139,Green,Orange,522,522,"Up, Out, & Back",DMP,7,7,21.250,87.250,80.000,85.000,Spike,Spike,982000190637610,,,Caught in E Yana and released back into W Yana,No Gray,Straight,None,No,No,No,18.5,10.75,7.75,20,,19.5,2.625,1.75,Light Stain, 2.39 , 1.72 
90-2007-0-046,11/10/08,2008,2007,East Yana,East Yana,Male,1.5,139,Red,Red,46,46,,Pasture,,2,13.500,40.250,40.000,40.000,Spike,Spike,985121004937869,,,,,,,,,,,,,,,,,,,,
90-2009-0-064,11/3/11,2011,2009,East Yana,East Yana,Male,2.5,139,Green,Green,Radio,64,,Pasture,8,8,17.625,78.625,70.000,80.000,Forked,Forked,985121012528846,,150.331,,,,,,,,,,,,,,,,,,
90-2011-0-357,10/27/14,2014,2011,West Yana,East Yana,Male,3.5,139,White,White,357,357,,Pasture,6,6,17.375,72.000,70.000,70.000,Spike,Spike,,,,caught in West Yana and moved back to East Yana/ no stomah measurements taken,Slightly Grizzled,Straight,None,No,No,No,17.375,10.125,5.5,17.375,,18.5,2.875,2.375,Light Stain, 3.16 , 1.72 
90-2012-0-347,10/27/14,2014,2012,East Yana,East Yana,Male,2.5,139,Yellow,Yellow,347,347,,Pasture,8,8,21.000,86.875,80.000,85.000,Spike,Spike,,,,,No Gray,Straight,None,No,No,No,17.375,10,5.875,18.125,36.75,17.125,2.75,1.5,Light Stain, 2.96 , 1.74 
90-2014-0-463,12/6/16,2016,2014,East Yana,East Yana,Male,2.5,139,Blue,Blue,463,463,,Pasture,8,8,21.000,80.500,80.000,80.000,Spike,Spike,982000364324927,,,,No Gray,Straight,None,No,No,No,17.25,9.875,7.5,20,,19.875,2.375,1.875,No Stain, 2.30 , 1.75 
90-2014-0-466,12/21/17,2017,2014,East Yana,East Yana,Male,3.5,139,Blue,Blue,466,466,,Pasture,11,11,29.375,127.375,120.000,125.000,Forked,Spike,982000363959251,,,,Slightly Grizzled,Straight,None,No,No,No,18.625,10.5,7.5,20.75,31.5,18.125,2,1.875,Light Stain, 2.48 , 1.77 
90-2014-0-467,12/6/16,2016,2014,East Yana,East Yana,Male,2.5,139,Blue,Blue,467,467,,Pasture,10,10,24.250,95.625,90.000,95.000,,,982000364307509,,,,No Gray,Straight,None,No,No,No,18.375,11.375,8,19.25,,18.125,3,1.75,Light Stain, 2.30 , 1.62 
90-2016-0-666,11/29/18,2018,2016,East Yana,East Yana,Male,2.5,139,Purple,Purple,666,666,,Pasture,8,8,20.250,84.875,80.000,85.000,Forked,Forked,,,,,Slightly Grizzled,Slight Hump,None,No,No,No,18,12.5,7.125,20.5,35.5,16,1.5,1.125,Light Stain, 2.53 , 1.44 
270-2008-1-011,11/1/10,2010,2008,West Yana,West Yana,Male,2.5,140,Blue,Yellow,11,Radio,Jr Jr,DMP,10,11,22.375,105.750,100.000,105.000,Forked,Forked,985121006758888,Lays Out,151.374,new radio frequency,,,,,,,,,,,,,,,,,
